wordpress_version;wordpress_version_major;wordpress_version_minor;wordpress_date;wordpress_changelog
5.8.3;5.8;3;06/01/2022;https://wordpress.org/support/wordpress-version/version-5-8-3/#list-of-files-revised
5.8.4;5.8;4;11/03/2022;https://wordpress.org/documentation/wordpress-version/version-5-8-4/
5.8.5;5.8;5;30/08/2022;https://wordpress.org/documentation/wordpress-version/version-5-8-5/
5.8.6;5.8;6;17/10/2022;https://wordpress.org/documentation/wordpress-version/version-5-8-6/
5.8.7;5.8;7;16/05/2023;
5.8.8;5.8;8;12/10/2023;
5.8.9;5.8;9;30/01/2024;
5.9;5.9;0;25/01/2022;https://wordpress.org/support/wordpress-version/version-5-9/#list-of-files-revised
5.9.1;5.9;1;22/02/2022;https://wordpress.org/support/wordpress-version/version-5-9-1/#list-of-files-revised
5.9.2;5.9;2;10/03/2022;https://wordpress.org/support/wordpress-version/version-5-9-2/#list-of-files-revised
5.9.3;5.9;3;05/04/2022;https://wordpress.org/support/wordpress-version/version-5-9-3/#list-of-files-revised
5.9.4;5.9;4;30/08/2022;https://wordpress.org/documentation/wordpress-version/version-5-9-4/
5.9.5;5.9;5;17/10/2022;https://wordpress.org/documentation/wordpress-version/version-5-9-5/
5.9.6;5.9;6;16/05/2023;
5.9.7;5.9;7;20/05/2023;
5.9.8;5.9;8;12/10/2023;
5.9.9;5.9;9;30/01/2024;
6.0;6.0;0;24/05/2022;https://wordpress.org/support/wordpress-version/version-6-0/#list-of-files-revised
6.0.1;6.0;1;12/07/2022;https://wordpress.org/support/wordpress-version/version-6-0-1/#list-of-files-revised
6.0.2;6.0;2;30/08/2022;https://wordpress.org/documentation/wordpress-version/version-6-0-2/
6.0.3;6.0;3;17/10/2022;https://wordpress.org/documentation/wordpress-version/version-6-0-3/
6.0.4;6.0;4;16/05/2023;
6.0.5;6.0;5;20/05/2023;
6.0.6;6.0;6;12/10/2023;
6.0.7;6.0;7;30/01/2024;
6.1;6.1;0;02/11/2022;https://wordpress.org/documentation/wordpress-version/version-6-1/
6.1.1;6.1;1;15/11/2022;https://wordpress.org/documentation/wordpress-version/version-6-1-1/
6.1.2;6.1;2;16/05/2023;https://wordpress.org/support/wordpress-version/version-6-1-2/
6.1.3;6.1;3;20/05/2023;
6.1.4;6.1;4;12/10/2023;
6.1.5;6.1;5;30/01/2024;
6.2;6.2;0;29/03/2023;https://wordpress.org/documentation/wordpress-version/version-6-2/
6.2.1;6.2;1;16/05/2023;https://wordpress.org/support/wordpress-version/version-6-2-1/
6.2.2;6.2;2;20/05/2023;https://wordpress.org/support/wordpress-version/version-6-2-2/
6.2.3;6.2;3;12/10/2023;
6.2.4;6.2;4;30/01/2024;
6.3;6.3;0;08/08/2023;https://wordpress.org/documentation/wordpress-version/version-6-3/
6.3.1;6.3;1;29/08/2023;https://wordpress.org/documentation/wordpress-version/version-6-3-1/
6.3.2;6.3;2;12/10/2023;https://wordpress.org/documentation/wordpress-version/version-6-3-2/
6.3.3;6.3;3;30/01/2024;
6.4;6.4;0;07/11/2023;https://wordpress.org/documentation/wordpress-version/version-6-4/
6.4.1;6.4;1;09/11/2023;https://wordpress.org/documentation/wordpress-version/version-6-4-1/
6.4.2;6.4;2;06/12/2023;https://wordpress.org/documentation/wordpress-version/version-6-4-2/
6.4.3;6.4;3;30/01/2024;https://wordpress.org/documentation/wordpress-version/version-6-4-3/
